,y_arima,y_ets,y_theta
0,0.004944150150919125,0.005996994426351398,0.005753608354790059
1,0.0007428223542796106,0.0006319937100446497,0.0006033127255841115
2,0.0009277785448702988,0.0011101347411960221,0.001081252129213313
3,0.0006503335049392252,0.0014662009320816148,0.0011736199738999044
4,0.0027837236521085483,0.002387370552956103,0.0023539426496042475
5,0.0006392302075347392,0.0006944756038671394,0.0006419861317700088
6,0.005312629496848141,0.0057661360186891455,0.005556619791536504
7,0.0018287225374159818,0.0014761327412149954,0.0014920942129990518
8,0.0016861158950500618,0.002437658426241026,0.002232123139872165
9,0.002975098638118602,0.003720195697124553,0.0034227081380364954
10,0.0024281446924362877,0.0037918279328310496,0.0036160230452771855
11,0.002351928664670859,0.0024679768034486763,0.0023523868223721245
12,0.00316210217114087,0.0044238305920450615,0.004242124818908846
13,0.0013143601717410195,0.002156412874736456,0.0019418869422829846
14,0.0007511367319039346,0.0008853458204698718,0.0008866225983602035
15,0.0014313423688276103,0.0016393047478187462,0.0015598336296873997
16,0.0029420685088593274,0.0029184651940463388,0.002863242180106401
17,0.0023990144261370563,0.003441506814843903,0.0031160941363997537
18,0.001156327880323498,0.0014426392719572507,0.0013621078193679255
19,0.0014609510787307242,0.0009379002100356745,0.0010102134992533917
20,0.0013117799712178673,0.0016907800186442626,0.001590127052451952
21,0.005980577301034622,0.005180807182492415,0.005275170070612486
22,0.0035848237325429443,0.00356217165115798,0.0034855202970578854
23,0.0022605155365051826,0.003237823483776955,0.002636575587827895
24,0.006291871592759649,0.00752060819830033,0.0071810676076549534
25,0.0015300213465275915,0.0015015971698029943,0.0014944639740485926
26,0.0010055869014014476,0.000947108851072213,0.0008581449868050522
27,0.0014444820659660455,0.002471489300404734,0.0022950115789143297
28,0.001345471551207732,0.000837346500080602,0.0008586863371144131
29,0.0009316209258642781,0.0010663778501561868,0.0010258106346233047
30,0.0019680038227797747,0.0030679462357509775,0.0028850008619500764
31,0.00450608324367145,0.005027580126850931,0.004851619525426737
32,0.0013957680756130318,0.0008454753873292143,0.0009335654182041431
33,0.0010748736277650793,0.0008663770163847485,0.0009276837769336112
34,0.0009563938589768961,0.0012110656914113842,0.0012357461316769424
35,0.001191050992294629,0.0012874932584119828,0.0012813260881304816
36,0.002210699633799704,0.002844537004991904,0.0026374597664430345
37,0.011440442653268061,0.016183244902748292,0.011508920818784235
38,0.0036345128969350765,0.00426811582264234,0.004141806793723983
39,0.0013727810688231431,0.0017705828603381644,0.001706733821271134
40,0.0008445996830494599,0.0013003417573562348,0.0011318670689911168
41,0.0056345650079459506,0.007143602165151722,0.005824528298844879
42,0.004392621956776565,0.004891963840559467,0.0046983344887271
43,0.004259847915518538,0.005118857800543131,0.004742399595713904
44,0.0020640825174838484,0.0016779391769623248,0.0017219481136954977
45,0.0013999632934890533,0.00119628099553233,0.0011736168034814913
46,0.0038019827724869886,0.003968355471240995,0.003774213354870636
47,0.0007770869705227952,0.001954865291909399,0.0017707753377544785
48,0.0021509025810557757,0.003428072357487899,0.003262460567400241
49,0.005502547020530741,0.006352544479190424,0.006019814079320046
50,0.006219671553942677,0.007137149967714901,0.006829564507295237
51,0.00198247433024722,0.0021778396350056895,0.0021418580459110943
52,0.0032869262531021065,0.004830412184370402,0.0046300531386730005
53,0.0007715059477346144,0.0008304549239828172,0.0007612924026319384
54,0.0005379350684172106,0.0008003790807396891,0.0007368879842871125
55,0.002476977568372681,0.003492864787593055,0.003247738756908227
56,0.0039320166977235204,0.005873847781975739,0.0056238917536598
57,0.0007975042624390713,0.0007008148029056445,0.0006593803212695842
58,0.0033266517337698625,0.0039021710060228795,0.0037730125695404266
59,0.0027880503707286876,0.002547968522614158,0.0025194632320682257
60,0.0031055924464391746,0.0024088214330137965,0.0025016861351744653
61,0.0038251818096966717,0.003759406286654735,0.0037003219569146013
62,0.0007126797095463395,0.0007137699384659438,0.0006835188622791419
63,0.002570589759920493,0.002563867841878618,0.0025903452571692247
64,0.0023027858861902847,0.001668110685361504,0.0016928544101204146
65,0.000796880948803805,0.0013929175314742871,0.0013269586362917134
66,0.003943797224664402,0.005075902126947969,0.004118323850853226
67,0.0023967514780931475,0.0013205245325188814,0.0014927576115399404
68,0.0006755437861541517,0.000939092991829147,0.0008843561322244097
69,0.004586710209729893,0.005642095407662327,0.0044373449363312315
70,0.001181866218140844,0.0009544649429488083,0.0009804147064601107
71,0.0011359305145356424,0.0008808104778086936,0.000909547660959186
72,0.005161079282337568,0.005774246328077235,0.005584051451996174
73,0.0011269901773468924,0.0010291807702645884,0.0010168078709173907
74,0.0009375860321928377,0.0017634655662660504,0.0017321051784963692
75,0.004330327354446526,0.00496614096836735,0.004808319275503104
76,0.005071225825932106,0.006316901268216456,0.005982752925776787
77,0.0018458510448357522,0.0019589890595421346,0.001912085737778517
78,0.0014273785332482955,0.0011014050145296604,0.0011107647022887395
79,0.0013258366920073886,0.0013747364071430481,0.001340478812825843
80,0.0015563724639915029,0.0012915243699101978,0.0013158861654840425
81,0.0008110363487547476,0.000788334591089868,0.000726552130444322
82,0.001954058818710029,0.0023005541143092975,0.0022243712621845112
83,0.003857825135320582,0.004500076025797112,0.004186324141108938
84,0.002868280527927843,0.003314739265196105,0.0031205160478594237
85,0.002231274943672447,0.0021640348665882265,0.0021657462335963914
86,0.006929592630736077,0.007366541772036828,0.007587346122370174
87,0.006007152205039589,0.006884171383139341,0.006488709237961528
88,0.0016125356705079862,0.00268755170958505,0.0023778754755257904
89,0.009642150564983834,0.013951367297278758,0.010038900077256104
90,0.001037752041991917,0.001604614562391335,0.0015613013916810463
91,0.0017110937664269546,0.0023634540642587516,0.0021856792633191545
92,0.0008443677400920015,0.0014953959438235634,0.0012656428930061948
93,0.0012297533685980521,0.0012267600220251546,0.0012272235879633977
94,0.0023116413083271634,0.002304597822074583,0.0022099906768747878
95,0.0011301906890412736,0.0009854440307253184,0.0010002792516872645
96,0.0007905172702629227,0.0010468562150619033,0.0010713573826319869
97,0.002805825486128264,0.002670678037851693,0.002623007337200075
98,0.0029550397240084582,0.0031503614688426517,0.003051105300857275
99,0.002363149338123582,0.0027826349605086583,0.0026358538371967673
